store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,month,day,sales
507,2.0,648,1,1,0,0,1.0,7.0,8006.76
98,6.0,0,0,0,0,0,6.0,2.0,0.0
1026,1.0,1044,1,0,0,0,1.0,28.0,7269.38
990,4.0,719,1,0,0,0,10.0,4.0,6759.65
8,5.0,345,1,0,0,0,1.0,10.0,2882.77
611,2.0,566,1,1,0,1,7.0,31.0,5835.74
257,1.0,777,1,1,0,0,8.0,13.0,7167.41
840,3.0,1189,1,1,0,0,4.0,16.0,8525.57
848,4.0,998,1,1,0,1,7.0,31.0,10276.52
124,5.0,297,1,0,0,0,7.0,12.0,2487.18
1028,1.0,438,1,0,0,1,12.0,31.0,3796.43
95,1.0,1099,1,1,0,0,9.0,24.0,9832.22
208,0.0,323,1,0,0,0,10.0,28.0,2108.44
249,1.0,449,1,0,0,0,7.0,8.0,4064.21
887,2.0,614,1,1,0,0,3.0,20.0,7045.86
73,0.0,601,1,1,0,1,4.0,28.0,6657.22
13,3.0,501,1,1,0,1,4.0,2.0,5626.44
1049,1.0,580,1,0,0,1,9.0,3.0,3786.11
144,3.0,769,1,1,0,0,2.0,5.0,8373.19
847,2.0,1018,1,1,0,1,8.0,14.0,7496.15
796,2.0,717,1,0,0,0,5.0,8.0,7012.0
396,3.0,1139,1,0,0,0,6.0,11.0,9092.27
1080,6.0,0,0,0,0,0,9.0,15.0,0.0
675,4.0,338,1,0,0,0,9.0,26.0,2882.3
1099,0.0,1236,1,1,0,0,12.0,1.0,11604.13
791,0.0,858,1,0,0,0,5.0,11.0,7255.93
1014,1.0,1476,1,0,0,0,3.0,24.0,12013.27
487,1.0,737,1,1,0,0,11.0,4.0,8492.4
427,2.0,701,1,0,0,1,2.0,13.0,5969.79
254,4.0,282,1,1,0,0,11.0,14.0,3340.5
43,4.0,710,1,0,0,0,1.0,31.0,7375.21
1074,1.0,421,1,0,0,0,6.0,9.0,3797.76
549,5.0,380,1,0,0,0,6.0,29.0,3572.1
1095,1.0,720,1,1,0,0,1.0,8.0,5959.04
295,0.0,612,1,0,0,1,10.0,28.0,4497.23
319,0.0,863,1,0,0,1,10.0,14.0,7167.19
1002,3.0,642,1,0,0,0,4.0,10.0,5572.76
448,5.0,544,1,0,0,0,12.0,6.0,6169.24
527,1.0,1046,1,0,0,1,9.0,3.0,10358.2
255,4.0,652,1,1,0,0,4.0,12.0,5750.61
581,4.0,651,1,1,0,0,7.0,4.0,6104.35
185,5.0,550,1,0,0,0,1.0,5.0,6212.51
244,5.0,538,1,0,0,0,11.0,22.0,5591.83
1082,5.0,877,1,0,0,0,1.0,5.0,6350.8
216,4.0,837,1,1,0,0,3.0,20.0,7845.35
350,3.0,508,1,1,0,0,3.0,5.0,6205.35
748,0.0,822,1,1,0,0,3.0,31.0,9716.95
718,0.0,962,1,0,0,0,12.0,8.0,8282.08
739,4.0,789,1,1,0,0,2.0,21.0,9156.77
614,6.0,0,0,0,0,0,12.0,21.0,0.0
673,1.0,615,1,1,0,0,2.0,18.0,7273.19
83,0.0,367,1,0,0,0,6.0,10.0,3465.46
976,2.0,598,1,0,0,0,9.0,18.0,5225.08
637,5.0,518,1,0,0,0,4.0,6.0,5824.73
122,1.0,714,1,1,0,0,1.0,7.0,6543.73
898,0.0,1013,1,1,0,0,11.0,24.0,11309.31
1080,3.0,710,1,0,0,0,6.0,26.0,7339.7
291,0.0,1290,1,1,0,0,3.0,30.0,14192.03
24,3.0,711,1,0,0,1,1.0,3.0,6750.79
1096,6.0,0,0,0,0,0,8.0,18.0,0.0
637,4.0,860,1,0,0,0,5.0,30.0,8812.86
1002,1.0,850,1,1,0,0,6.0,2.0,9088.0
666,0.0,497,1,0,0,0,3.0,10.0,4589.71
1089,6.0,0,0,0,0,0,11.0,24.0,0.0
334,5.0,515,1,0,0,0,8.0,31.0,4938.3
300,5.0,951,1,0,0,1,8.0,30.0,8700.31
207,0.0,1166,1,0,0,0,9.0,22.0,8711.75
683,2.0,854,1,0,0,0,5.0,27.0,7927.6
1094,1.0,394,1,1,0,0,5.0,14.0,4959.93
700,3.0,576,1,0,0,0,7.0,9.0,4672.98
959,1.0,744,1,0,0,0,8.0,26.0,6109.38
766,6.0,0,0,0,0,0,6.0,22.0,0.0
1011,5.0,977,1,0,0,0,6.0,8.0,7795.27
570,4.0,676,1,0,0,0,12.0,13.0,7201.86
685,1.0,689,1,1,0,0,9.0,10.0,7943.84
158,2.0,681,1,1,0,1,4.0,16.0,7875.83
66,4.0,522,1,0,0,1,5.0,29.0,5003.78
76,1.0,1080,1,1,0,0,7.0,30.0,10215.25
572,2.0,458,1,0,0,0,10.0,16.0,4948.4
184,5.0,510,1,0,0,0,10.0,11.0,5223.53
1034,4.0,775,1,1,0,0,12.0,6.0,9039.89
559,6.0,0,0,0,0,0,8.0,11.0,0.0
862,1.0,1561,1,0,0,1,12.0,23.0,14495.16
171,1.0,962,1,1,0,0,11.0,11.0,9162.84
33,6.0,0,0,0,0,0,12.0,7.0,0.0
936,3.0,963,1,1,0,0,11.0,27.0,8846.61
948,1.0,1682,1,1,0,0,2.0,18.0,6789.81
371,5.0,551,1,0,0,0,5.0,4.0,5985.09
242,0.0,378,1,1,0,0,5.0,5.0,4796.78
133,4.0,622,1,0,0,0,1.0,17.0,5315.68
1031,0.0,681,1,1,0,0,12.0,15.0,8398.38
850,3.0,710,1,1,0,0,2.0,7.0,6718.02
860,4.0,833,1,1,0,0,6.0,5.0,8321.23
836,5.0,301,1,0,0,0,7.0,6.0,2646.46
965,5.0,908,1,0,0,0,11.0,30.0,8772.79
1096,0.0,763,1,1,0,0,1.0,26.0,7975.82
504,2.0,836,1,1,0,1,9.0,3.0,7568.94
230,0.0,1327,1,0,0,1,12.0,30.0,10624.47
826,0.0,1170,1,1,0,0,12.0,2.0,11304.18
975,1.0,767,1,1,0,1,7.0,30.0,8350.37
602,1.0,547,1,0,0,1,10.0,28.0,5172.39
953,4.0,553,1,1,0,0,9.0,19.0,5451.4
187,5.0,491,1,0,0,0,11.0,2.0,4400.58
792,4.0,599,1,0,0,0,10.0,18.0,5379.28
1035,3.0,744,1,1,0,0,11.0,27.0,6499.4
523,2.0,1515,1,1,0,1,7.0,29.0,12455.93
723,3.0,461,1,0,0,1,4.0,4.0,4756.79
1025,6.0,0,0,0,0,0,5.0,26.0,0.0
18,6.0,0,0,0,0,0,1.0,4.0,0.0
997,2.0,378,1,1,0,1,9.0,3.0,4656.01
400,5.0,805,1,0,0,0,10.0,5.0,6351.74
1047,1.0,491,1,0,0,0,7.0,9.0,4258.39
819,0.0,472,1,0,0,0,9.0,2.0,4572.54
668,0.0,1562,1,1,0,0,6.0,2.0,13439.19
585,3.0,666,1,0,0,0,1.0,22.0,4203.92
99,0.0,404,1,0,0,0,3.0,10.0,3855.12
965,5.0,847,1,0,0,0,11.0,22.0,7258.85
590,3.0,376,1,1,0,0,2.0,21.0,4908.66
709,1.0,1682,1,1,0,0,6.0,2.0,13585.12
58,6.0,0,0,0,0,0,10.0,20.0,0.0
409,6.0,0,0,0,0,0,2.0,9.0,0.0
850,5.0,826,1,0,0,0,4.0,4.0,7441.59
1058,2.0,737,1,1,0,0,3.0,6.0,7957.29
1067,6.0,0,0,0,0,0,4.0,13.0,0.0
777,0.0,0,0,0,2,1,4.0,21.0,0.0
155,2.0,632,1,1,0,0,5.0,21.0,6896.24
598,0.0,871,1,1,0,0,6.0,29.0,8656.67
493,1.0,902,1,1,0,0,7.0,1.0,9244.56
628,6.0,0,0,0,0,1,8.0,3.0,0.0
524,0.0,1193,1,0,0,1,12.0,30.0,11616.89
966,3.0,585,1,0,0,1,4.0,4.0,4535.76
1022,4.0,791,1,0,0,1,12.0,27.0,6236.99
380,2.0,1720,1,1,0,0,3.0,5.0,18669.49
132,2.0,579,1,1,0,0,1.0,14.0,6449.14
400,4.0,999,1,0,0,0,6.0,26.0,6871.25
988,3.0,790,1,1,0,0,8.0,29.0,7664.26
906,1.0,1476,1,1,0,0,3.0,19.0,14536.94
1028,1.0,689,1,1,0,0,11.0,5.0,6559.68
1100,5.0,484,1,0,0,0,3.0,23.0,4324.87
759,0.0,607,1,0,0,0,1.0,14.0,5251.01
223,0.0,716,1,0,0,0,10.0,27.0,5993.74
936,6.0,0,0,0,0,0,3.0,15.0,0.0
780,5.0,341,1,0,0,0,7.0,11.0,2889.76
259,4.0,2677,1,1,0,0,11.0,28.0,12814.28
131,5.0,582,1,0,0,0,11.0,9.0,5477.46
251,2.0,2241,1,1,0,0,1.0,28.0,18839.38
1079,5.0,517,1,0,0,0,1.0,17.0,6183.47
1003,2.0,1029,1,1,0,0,3.0,5.0,8925.59
980,3.0,450,1,0,0,0,9.0,5.0,5158.33
654,1.0,766,1,1,0,0,1.0,27.0,7616.11
966,3.0,517,1,0,0,1,7.0,25.0,4083.17
1020,0.0,929,1,0,0,0,9.0,22.0,7243.33
969,2.0,610,1,1,0,0,3.0,19.0,4422.5
1038,1.0,490,1,0,0,1,4.0,7.0,4777.14
516,2.0,453,1,0,0,1,7.0,9.0,4347.71
733,0.0,3171,1,0,0,0,1.0,14.0,13882.35
595,5.0,1881,1,0,0,0,5.0,31.0,15911.13
260,2.0,962,1,1,0,1,7.0,16.0,7613.07
768,5.0,1251,1,0,0,0,2.0,2.0,11068.02
940,0.0,627,1,0,0,0,1.0,14.0,5384.62
364,3.0,563,1,0,0,0,6.0,27.0,4501.05
506,2.0,763,1,0,0,1,7.0,22.0,5945.91
671,2.0,507,1,1,0,1,5.0,29.0,6191.98
300,5.0,862,1,0,0,0,1.0,24.0,6559.04
84,1.0,1563,1,1,0,0,6.0,17.0,14874.38
219,3.0,455,1,1,0,0,5.0,7.0,3598.72
934,4.0,764,1,1,0,0,3.0,22.0,7293.49
125,2.0,1906,1,1,0,1,4.0,1.0,15756.81
176,2.0,757,1,1,0,0,12.0,4.0,9175.1
223,1.0,675,1,0,0,0,11.0,26.0,5857.05
326,0.0,429,1,1,0,0,7.0,14.0,5625.8
339,1.0,745,1,1,0,0,8.0,27.0,5722.62
872,2.0,659,1,0,0,1,4.0,8.0,6423.88
579,6.0,0,0,0,0,0,11.0,23.0,0.0
974,4.0,1599,1,0,0,0,2.0,28.0,11701.76
979,6.0,0,0,0,0,0,4.0,12.0,0.0
880,2.0,806,1,1,0,0,6.0,4.0,8001.75
910,6.0,0,0,0,0,0,3.0,31.0,0.0
1084,5.0,614,1,0,0,0,7.0,4.0,5504.74
92,4.0,453,1,0,0,0,6.0,12.0,4441.51
14,5.0,402,1,0,0,0,6.0,20.0,3403.84
587,0.0,960,1,0,0,1,12.0,30.0,9771.64
230,3.0,856,1,1,0,0,10.0,24.0,6782.07
689,5.0,589,1,0,0,0,3.0,15.0,5799.2
599,0.0,1096,1,1,0,0,5.0,13.0,11587.71
596,6.0,0,0,0,0,0,12.0,22.0,0.0
576,0.0,749,1,0,0,0,3.0,11.0,4630.2
141,3.0,493,1,0,0,0,6.0,26.0,4195.81
751,0.0,0,0,0,2,1,4.0,21.0,0.0
877,4.0,925,1,0,0,0,3.0,1.0,7897.27
375,1.0,948,1,1,0,0,4.0,23.0,9465.29
230,0.0,988,1,0,0,0,12.0,8.0,8107.74
545,2.0,1087,1,1,0,0,1.0,22.0,11824.64
1022,0.0,1093,1,1,0,0,3.0,4.0,10914.06
597,2.0,756,1,1,0,1,8.0,20.0,5407.41
559,6.0,0,0,0,0,0,6.0,8.0,0.0
1024,5.0,825,1,0,0,0,7.0,18.0,6388.22
36,1.0,1205,1,1,0,0,3.0,17.0,10948.96
702,1.0,351,1,1,0,1,5.0,28.0,4154.06
623,6.0,0,0,0,0,0,2.0,10.0,0.0
105,3.0,483,1,0,0,0,10.0,17.0,4074.85
902,1.0,648,1,1,0,0,11.0,19.0,6044.99
11,5.0,786,1,0,0,0,4.0,11.0,6089.6
1039,4.0,629,1,0,0,0,6.0,28.0,5666.02
102,0.0,1174,1,1,0,0,2.0,16.0,10704.93
543,4.0,175,1,0,0,1,10.0,18.0,1696.24
827,3.0,1910,1,0,0,1,1.0,2.0,13772.55
110,2.0,647,1,1,0,0,10.0,8.0,5595.27
945,0.0,698,1,1,0,1,1.0,5.0,7417.5
582,2.0,749,1,0,0,0,3.0,12.0,5209.38
554,3.0,428,1,0,0,0,1.0,16.0,3739.45
486,1.0,384,1,0,0,1,7.0,8.0,3651.23
637,5.0,520,1,0,0,0,2.0,15.0,5955.68
806,4.0,578,1,0,0,0,1.0,31.0,6233.68
887,5.0,462,1,0,0,0,6.0,21.0,4861.72
374,5.0,668,1,0,0,0,4.0,4.0,7018.11
1025,4.0,804,1,0,0,1,1.0,4.0,6587.77
638,1.0,431,1,0,0,1,8.0,6.0,4793.0
123,5.0,490,1,0,0,0,5.0,9.0,4549.15
905,3.0,1108,1,1,0,0,2.0,19.0,7439.75
536,4.0,989,1,0,0,1,4.0,5.0,8789.75
763,6.0,0,0,0,0,0,2.0,1.0,0.0
191,5.0,694,1,0,0,0,8.0,10.0,7690.19
957,3.0,948,1,1,0,0,2.0,20.0,8438.12
268,3.0,618,1,1,0,0,6.0,4.0,5675.02
654,5.0,266,1,0,0,0,9.0,7.0,2502.9
612,5.0,388,1,0,0,0,9.0,7.0,3746.85
747,2.0,567,1,0,0,1,8.0,27.0,5668.15
656,5.0,380,1,0,0,0,5.0,18.0,3349.59
368,4.0,592,1,0,0,1,4.0,5.0,6522.03
959,2.0,552,1,0,0,0,9.0,18.0,4303.59
329,1.0,708,1,1,0,0,2.0,3.0,8364.12
97,2.0,535,1,0,0,1,7.0,22.0,4735.41
314,1.0,661,1,1,0,1,8.0,13.0,7196.2
463,6.0,0,0,0,0,0,1.0,11.0,0.0
258,0.0,0,0,0,1,0,5.0,20.0,0.0
283,2.0,621,1,0,0,0,11.0,13.0,5700.49
556,0.0,754,1,0,0,0,4.0,15.0,5438.03
388,4.0,1211,1,1,0,0,1.0,24.0,10854.33
67,2.0,837,1,1,0,1,9.0,3.0,8722.23
725,4.0,677,1,1,0,0,1.0,16.0,6572.28
219,3.0,416,1,1,0,0,6.0,6.0,3340.51
1077,1.0,479,1,0,0,0,2.0,10.0,4029.94
322,3.0,589,1,0,0,0,5.0,23.0,5058.89
814,2.0,581,1,1,0,1,2.0,20.0,5739.59
134,6.0,0,0,0,0,0,6.0,30.0,0.0
54,3.0,657,1,0,0,0,7.0,11.0,6380.01
662,4.0,854,1,1,0,0,4.0,26.0,8458.77
126,6.0,0,0,0,0,0,4.0,19.0,0.0
1001,5.0,471,1,0,0,0,11.0,30.0,4434.94
657,3.0,598,1,0,0,0,2.0,13.0,4821.89
590,3.0,319,1,0,0,0,3.0,14.0,3660.96
193,2.0,0,0,0,3,1,12.0,25.0,0.0
168,5.0,465,1,0,0,0,9.0,21.0,4511.03
16,0.0,839,1,0,0,0,7.0,22.0,6883.39
244,0.0,738,1,1,0,0,2.0,4.0,7777.58
545,6.0,0,0,0,0,0,2.0,8.0,0.0
1032,5.0,492,1,0,0,0,1.0,19.0,4580.32
290,4.0,987,1,1,0,0,5.0,31.0,11409.72
548,3.0,335,1,1,0,0,1.0,24.0,3849.41
733,0.0,3508,1,1,0,1,8.0,4.0,16341.53
654,3.0,716,1,1,0,0,6.0,6.0,6867.18
272,5.0,377,1,0,0,0,5.0,4.0,3784.35
1017,2.0,1176,1,1,0,0,3.0,20.0,8729.18
708,1.0,462,1,1,0,0,5.0,20.0,4757.71
819,3.0,454,1,1,0,0,1.0,8.0,5503.33
99,2.0,372,1,0,0,0,6.0,26.0,3701.49
982,1.0,710,1,0,0,0,12.0,10.0,6441.69
683,4.0,0,0,1,2,1,4.0,3.0,0.0
194,2.0,373,1,0,0,0,10.0,16.0,3903.47
853,1.0,1201,1,1,0,0,6.0,30.0,11795.31
53,0.0,650,1,1,0,1,4.0,28.0,7337.13
281,3.0,508,1,1,0,0,2.0,7.0,5828.12
101,1.0,879,1,1,0,0,9.0,2.0,9301.14
440,4.0,769,1,1,0,1,6.0,5.0,7575.94
994,1.0,435,1,1,0,0,3.0,18.0,4983.45
168,1.0,930,1,1,0,1,7.0,30.0,9316.82
48,6.0,0,0,0,0,0,10.0,27.0,0.0
652,5.0,501,1,0,0,0,2.0,15.0,4407.12
934,5.0,474,1,0,0,0,1.0,11.0,4409.22
223,5.0,589,1,0,0,0,3.0,29.0,5860.7
378,4.0,0,0,0,3,1,12.0,26.0,0.0
865,2.0,624,1,1,0,0,7.0,17.0,8237.52
466,4.0,861,1,0,0,0,1.0,31.0,7830.07
789,4.0,546,1,0,0,0,2.0,14.0,4346.14
61,6.0,0,0,0,0,0,6.0,7.0,0.0
765,3.0,1068,1,1,0,0,12.0,19.0,12614.79
673,0.0,500,1,0,0,0,2.0,23.0,5142.19
258,2.0,444,1,0,0,0,6.0,25.0,4579.96
740,2.0,499,1,1,0,0,10.0,8.0,6685.87
1080,0.0,764,1,0,0,0,9.0,16.0,8117.81
918,4.0,661,1,1,0,0,6.0,20.0,6154.44
857,5.0,1004,1,0,0,0,6.0,22.0,8127.79
837,0.0,482,1,1,0,0,7.0,1.0,4078.41
516,6.0,0,0,0,0,0,3.0,1.0,0.0
446,1.0,505,1,0,0,0,5.0,27.0,4213.56
835,3.0,0,0,1,1,0,5.0,30.0,0.0
140,6.0,0,0,0,0,0,2.0,3.0,0.0
207,2.0,1584,1,1,0,0,8.0,14.0,14841.64
961,3.0,668,1,1,0,0,1.0,29.0,6555.05
772,1.0,507,1,1,0,0,3.0,18.0,4189.85
1089,1.0,1050,1,1,0,0,9.0,2.0,10749.51
521,2.0,421,1,1,0,0,3.0,5.0,5464.0
823,4.0,600,1,0,0,0,1.0,17.0,5447.82
436,5.0,426,1,0,0,0,9.0,14.0,3522.2
483,6.0,0,0,0,0,0,3.0,9.0,0.0
215,1.0,333,1,0,0,0,3.0,25.0,3992.6
109,4.0,802,1,0,0,0,5.0,29.0,7780.28
858,0.0,590,1,1,0,0,12.0,16.0,7700.99
425,3.0,501,1,1,0,0,3.0,5.0,4777.34
357,4.0,905,1,0,0,1,7.0,24.0,6675.79
255,0.0,575,1,1,0,0,2.0,2.0,7402.64
798,5.0,343,1,0,0,0,2.0,7.0,3204.78
366,5.0,304,1,0,0,0,3.0,23.0,3018.16
534,1.0,510,1,0,0,1,4.0,7.0,4986.35
179,4.0,1176,1,1,0,0,6.0,20.0,10581.59
258,1.0,464,1,0,0,1,9.0,3.0,4544.05
693,4.0,384,1,0,0,1,8.0,29.0,4278.95
999,3.0,685,1,1,0,1,10.0,24.0,8368.66
834,5.0,492,1,0,0,0,4.0,19.0,4881.17
512,3.0,1410,1,0,0,1,10.0,31.0,6398.16
818,1.0,662,1,1,0,0,4.0,23.0,6626.03
534,5.0,606,1,0,0,0,10.0,12.0,6297.34
1084,1.0,1099,1,1,0,0,12.0,17.0,12742.29
34,1.0,861,1,0,0,0,3.0,10.0,6370.09
101,3.0,686,1,0,0,0,3.0,27.0,6065.23
187,0.0,885,1,1,0,0,3.0,2.0,9064.32
20,0.0,1041,1,1,0,0,9.0,23.0,9701.72
828,6.0,0,0,0,0,0,10.0,26.0,0.0
434,0.0,823,1,1,0,1,8.0,12.0,10423.87
738,0.0,864,1,1,0,0,5.0,4.0,11150.51
351,4.0,569,1,1,0,0,3.0,7.0,6546.82
1020,3.0,905,1,0,0,0,1.0,30.0,6728.04
86,6.0,0,0,0,0,0,8.0,11.0,0.0
266,2.0,573,1,1,0,0,6.0,17.0,5245.32
608,4.0,1024,1,1,0,0,6.0,20.0,10025.7
708,4.0,493,1,1,0,1,2.0,21.0,4934.2
734,2.0,605,1,1,0,0,2.0,5.0,6755.31
776,6.0,0,0,0,0,0,6.0,7.0,0.0
1060,1.0,853,1,1,0,0,4.0,9.0,7981.3
182,1.0,507,1,1,0,0,4.0,29.0,7032.8
542,2.0,431,1,0,0,0,1.0,16.0,4808.58
602,0.0,610,1,0,0,0,5.0,6.0,5712.63
101,3.0,777,1,1,0,0,11.0,7.0,7617.19
784,6.0,0,0,0,0,0,6.0,30.0,0.0
679,6.0,0,0,0,0,0,11.0,17.0,0.0
535,3.0,793,1,0,0,1,8.0,14.0,6516.83
844,3.0,516,1,1,0,0,2.0,6.0,4835.08
595,6.0,0,0,0,0,0,5.0,24.0,0.0
25,5.0,1831,1,0,0,0,3.0,30.0,13417.31
416,2.0,1819,1,1,0,0,12.0,3.0,15466.62
539,3.0,966,1,0,0,0,1.0,22.0,8812.85
77,2.0,642,1,1,0,0,8.0,28.0,6872.31
641,1.0,493,1,0,0,0,7.0,9.0,4708.1
445,5.0,1201,1,0,0,0,1.0,10.0,8016.51
318,4.0,822,1,1,0,0,5.0,3.0,8263.48
394,2.0,539,1,0,0,0,11.0,13.0,5936.24
761,4.0,1014,1,1,0,1,2.0,7.0,8578.88
706,1.0,578,1,1,0,0,7.0,28.0,7137.99
41,4.0,433,1,0,0,0,2.0,28.0,5727.77
894,0.0,958,1,0,0,1,7.0,7.0,7882.81
169,5.0,801,1,0,0,0,5.0,3.0,7109.22
1012,0.0,0,0,0,1,0,6.0,9.0,0.0
310,3.0,868,1,1,0,0,8.0,29.0,8599.51
1003,2.0,847,1,1,0,0,1.0,22.0,7195.02
970,2.0,429,1,1,0,0,8.0,28.0,4393.66
239,4.0,627,1,1,0,0,9.0,27.0,6603.62
998,0.0,647,1,1,0,0,3.0,16.0,6496.09
278,4.0,692,1,0,0,0,6.0,14.0,6415.9
49,1.0,539,1,0,0,1,5.0,26.0,6729.35
603,2.0,0,0,1,0,1,8.0,28.0,0.0
658,1.0,824,1,1,0,0,4.0,30.0,9127.44
1072,2.0,786,1,1,0,0,2.0,6.0,7974.79
1028,1.0,587,1,1,0,1,10.0,22.0,6033.49
288,3.0,489,1,1,0,0,6.0,18.0,6111.96
111,0.0,838,1,1,0,1,3.0,30.0,10245.85
581,1.0,703,1,1,0,0,7.0,14.0,7550.23
979,6.0,0,0,0,0,0,5.0,12.0,0.0
644,6.0,0,0,0,0,0,2.0,22.0,0.0
589,0.0,577,1,1,0,0,6.0,3.0,7205.35
295,1.0,619,1,0,0,0,2.0,25.0,4433.48
388,0.0,1586,1,1,0,0,2.0,18.0,15259.58
9,5.0,621,1,0,0,0,10.0,4.0,6458.65
445,3.0,1381,1,1,0,1,8.0,29.0,10596.98
204,3.0,445,1,0,0,1,9.0,5.0,4644.02
296,0.0,1011,1,1,0,0,10.0,6.0,10148.32
497,6.0,0,0,0,0,0,5.0,24.0,0.0
481,0.0,523,1,1,0,0,2.0,18.0,6442.12
1100,5.0,569,1,0,0,0,12.0,6.0,5794.19
588,5.0,614,1,0,0,0,12.0,14.0,6122.27
290,1.0,918,1,1,0,1,1.0,7.0,9108.01
1107,3.0,635,1,0,0,1,5.0,28.0,5893.22
1019,5.0,820,1,0,0,0,1.0,25.0,7154.97
945,4.0,545,1,0,0,0,1.0,17.0,4724.24
770,6.0,0,0,0,0,0,10.0,26.0,0.0
1041,3.0,0,0,1,1,1,8.0,15.0,0.0
433,2.0,898,1,1,0,1,7.0,31.0,8619.03
190,1.0,738,1,1,0,0,11.0,19.0,8400.92
843,2.0,962,1,1,0,1,7.0,29.0,8676.07
937,2.0,689,1,1,0,1,3.0,27.0,7731.94
